coordinates,favorited,user,favorite_count,contributors,quoted_status,in_reply_to_user_id,truncated,lang,text,in_reply_to_status_id,id_str,quoted_status_id_str,geo,in_reply_to_screen_name,retweet_count,is_quote_status,extended_entities,in_reply_to_user_id_str,created_at,id,retweeted,possibly_sensitive,entities,quoted_status_id,in_reply_to_status_id_str,place,source
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",79,,,,False,in,"Sunni bunuh Syi'ah tanpa hak, zalim.
Syi'ah bunuh Sunni tanpa hak, zalim.
Muslim bunuh non-Muslim tanpa hak, juga zalim.
Isunya rejek zalim.",,871814821125046272,,,,95,False,,,Mon Jun 05 19:43:45 +0000 2017,871814821125046272,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",62,,,,False,in,"Ada kekawan masih melihat serangan Saudi ke atas Yaman dlm naratif sempit Sunni-Syi'ah.

Perspektif aku menilai persoalan zalim atau adil.",,871813399323095041,,,,42,False,,,Mon Jun 05 19:38:06 +0000 2017,871813399323095041,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",11,,"{'coordinates': None, 'favorited': False, 'geo': None, 'in_reply_to_user_id': 975891055, 'truncated': False, 'lang': 'in', 'text': '@AbdMalekHussin sahih ke ni', 'in_reply_to_status_id': 871799027968253956, 'user': {'profile_background_tile': False, 'screen_name': 'DinSimpangan', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/870616779445256192/ps5SBIF6_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Jan 23 05:49:49 +0000 2013', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '1113572396', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': None, 'notifications': None, 'friends_count': 192, 'utc_offset': None, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'service penghantaran pelajar kawasan melaka (0129595987)', 'favourites_count': 1114, 'follow_request_sent': None, 'id': 1113572396, 'default_profile': True, 'statuses_count': 1135, 'profile_image_url': 'http://pbs.twimg.com/profile_images/870616779445256192/ps5SBIF6_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 0, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 60, 'geo_enabled': False, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Hisyam'}, 'in_reply_to_screen_name': 'AbdMalekHussin', 'retweet_count': 1, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_user_id_str': '975891055', 'created_at': 'Mon Jun 05 19:05:35 +0000 2017', 'id': 871805217586556928, 'retweeted': False, 'place': None, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'indices': [0, 15], 'id': 975891055, 'id_str': '975891055', 'screen_name': 'AbdMalekHussin', 'name': 'Malek Hussin'}], 'urls': []}, 'id_str': '871805217586556928', 'in_reply_to_status_id_str': '871799027968253956', 'favorite_count': 2, 'contributors': None, 'is_quote_status': False}",,True,in,"Apakah sahih tu cuma jika dicatit dlm Sahih Bukhari &amp; Muslim..Sunan Abu Daud, Ibnu Majah, Nasa'i, Tirmizi..Muwatta'… https://t.co/tMOrwORf2T",,871808785366474752,871805217586556928,,,8,True,,,Mon Jun 05 19:19:46 +0000 2017,871808785366474752,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tMOrwORf2T', 'indices': [121, 144], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871808785366474752'}]}",871805217586556928,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",49,,,,False,in,"Apa sangatlah rupa yg dimakan usia itu pasti.
Apa sangatlah harta yg tak boleh dibawa mati.
Yang berjiwa insani dan manusiawi itu kukagumi.",,871805388743626752,,,,82,False,,,Mon Jun 05 19:06:16 +0000 2017,871805388743626752,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",184,,,,True,in,"Kekawan komen aktres Wonder Woman tu cun..Miss Israel. Betul..tapi cuma cantik rupa.

Akhlak, kecintaan, kesabaran… https://t.co/J8770tomNy",,871802690082291712,,,,31,False,,,Mon Jun 05 18:55:33 +0000 2017,871802690082291712,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/J8770tomNy', 'indices': [116, 139], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871802690082291712'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",1884,,,,False,in,"Mangsa serangan udara Arab Saudi di Yaman dalam bulan Ramadhan ini.

Renungilah..dan fikirlah sendiri. https://t.co/pBPIv7Ym5I",,871799027968253956,,,,6070,False,"{'media': [{'url': 'https://t.co/pBPIv7Ym5I', 'id_str': '871799015444144128', 'media_url_https': 'https://pbs.twimg.com/media/DBlAlecVYAAAaNx.jpg', 'media_url': 'http://pbs.twimg.com/media/DBlAlecVYAAAaNx.jpg', 'indices': [103, 126], 'expanded_url': 'https://twitter.com/AbdMalekHussin/status/871799027968253956/photo/1', 'id': 871799015444144128, 'type': 'photo', 'display_url': 'pic.twitter.com/pBPIv7Ym5I', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 480, 'resize': 'fit', 'w': 480}, 'medium': {'h': 480, 'resize': 'fit', 'w': 480}, 'large': {'h': 480, 'resize': 'fit', 'w': 480}}}, {'url': 'https://t.co/pBPIv7Ym5I', 'id_str': '871799015603445760', 'media_url_https': 'https://pbs.twimg.com/media/DBlAlfCUIAAQeAA.jpg', 'media_url': 'http://pbs.twimg.com/media/DBlAlfCUIAAQeAA.jpg', 'indices': [103, 126], 'expanded_url': 'https://twitter.com/AbdMalekHussin/status/871799027968253956/photo/1', 'id': 871799015603445760, 'type': 'photo', 'display_url': 'pic.twitter.com/pBPIv7Ym5I', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 544, 'resize': 'fit', 'w': 680}, 'medium': {'h': 576, 'resize': 'fit', 'w': 720}, 'large': {'h': 576, 'resize': 'fit', 'w': 720}}}, {'url': 'https://t.co/pBPIv7Ym5I', 'id_str': '871799015565701120', 'media_url_https': 'https://pbs.twimg.com/media/DBlAle5UMAAhg45.jpg', 'media_url': 'http://pbs.twimg.com/media/DBlAle5UMAAhg45.jpg', 'indices': [103, 126], 'expanded_url': 'https://twitter.com/AbdMalekHussin/status/871799027968253956/photo/1', 'id': 871799015565701120, 'type': 'photo', 'display_url': 'pic.twitter.com/pBPIv7Ym5I', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 544, 'resize': 'fit', 'w': 680}, 'medium': {'h': 576, 'resize': 'fit', 'w': 720}, 'large': {'h': 576, 'resize': 'fit', 'w': 720}}}]}",,Mon Jun 05 18:41:00 +0000 2017,871799027968253956,False,False,"{'hashtags': [], 'media': [{'url': 'https://t.co/pBPIv7Ym5I', 'id_str': '871799015444144128', 'media_url_https': 'https://pbs.twimg.com/media/DBlAlecVYAAAaNx.jpg', 'media_url': 'http://pbs.twimg.com/media/DBlAlecVYAAAaNx.jpg', 'indices': [103, 126], 'expanded_url': 'https://twitter.com/AbdMalekHussin/status/871799027968253956/photo/1', 'id': 871799015444144128, 'type': 'photo', 'display_url': 'pic.twitter.com/pBPIv7Ym5I', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 480, 'resize': 'fit', 'w': 480}, 'medium': {'h': 480, 'resize': 'fit', 'w': 480}, 'large': {'h': 480, 'resize': 'fit', 'w': 480}}}], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",1799,,,,False,in,"Berita2 menyedihkan Ramadhan takat ini:
🔴China larang puasa di Xinjiang
🔴Israel bunuh gadis Palestin
🔴Teroris serang London
🔴Saudi bom Yaman",,871796262068035585,,,,4599,False,,,Mon Jun 05 18:30:00 +0000 2017,871796262068035585,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",1720,,,,True,in,"Apa nak jadi Arab Saudi kini?
🔴Dengan Yaman, dia buli &amp; serang
🔴Dengan Qatar, dia putuskan ukhuwwah
🔴Dengan Trump,… https://t.co/7D5kLOH8kJ",,871782855235346433,,,,5377,False,,,Mon Jun 05 17:36:44 +0000 2017,871782855235346433,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7D5kLOH8kJ', 'indices': [120, 143], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871782855235346433'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",25,,,,True,in,"""Jiran kekal; geografi tak boleh diubah. Gaduh tak selesai masalah. Utamakan rundingan, terutama dlm Ramadhan yg mu… https://t.co/KThprNmqSV",,871781127974862848,,,,23,False,,,Mon Jun 05 17:29:52 +0000 2017,871781127974862848,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/KThprNmqSV', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871781127974862848'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",42,,,,True,in,"Saudi dakwa Qatar penaja terorisma.
🔴Qatar hos pengkalan USAF terbesar di Teluk
🔴Saudi pembeli senjata terbesar US… https://t.co/gd1IOa8sMd",,871778311914967040,,,,80,False,,,Mon Jun 05 17:18:41 +0000 2017,871778311914967040,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gd1IOa8sMd', 'indices': [116, 139], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871778311914967040'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",328,,,,True,in,"Gal Gadot-Varsano aktres..jadi askar Israel 2005-2007. Israel serang Lubnan 2006, bunuh 1,109 orang (860 awam).

Wo… https://t.co/uFtUkV8X1H",,871768285557145600,,,,1287,False,,,Mon Jun 05 16:38:50 +0000 2017,871768285557145600,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uFtUkV8X1H', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871768285557145600'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
