username,time,avatar_title,group,post_count,join_date,from,text
AnythingK,"  Jul 11 2017, 11:04 AM",Getting Started,Group: Junior Member,Posts: 161,Joined: Jul 2008,,lol cibai apa bende ni
Caterpillar_3309,"  Jul 11 2017, 11:04 AM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jun 2010,,india will becum the center of world civilizations in this coming 100 years...if pooping in the open can be considered as benchmark.
Weirdppl,"  Jul 11 2017, 11:05 AM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,I don't understand the fark do ppl need to wet the whole toilet cubicle....I hope they die faster
cbm711,"  Jul 11 2017, 11:11 AM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Ammonshaf tepi sungei
emburrar,"  Jul 11 2017, 11:13 AM",New Member,Group: New Member,Posts: 2,Joined: Oct 2014,From: Bandar Damai dan Indah,western yg dulu bknlh yg sekargnow dh haroom
brycen-man,"  Jul 11 2017, 11:17 AM",New Member,Group: Junior Member,Posts: 39,Joined: May 2017,,"I understand the need to clean one's arse before wiping, but people lack the education to do it properly. Also, public toilets operators at fault because they don't provide toilet papers in the toilet. So both parties at fault because they are too flarking stupid."
tentenko,"  Jul 11 2017, 11:17 AM",Getting Started,Group: Junior Member,Posts: 136,Joined: Jul 2008,From: earth,hence the name still prevalent till nowadaysshiteburn LaneGropecunt Lanecesspool
@zan65,"  Jul 11 2017, 12:23 PM",New Member,Group: Junior Member,Posts: 13,Joined: Dec 2016,From: Penang - Skudai,"why the need to raise this up??? yg keruh kita buang, yg jernih kita ambil... xder kaitan we bangga2xkan pon. Now look at them. Even there was a modern moslim scholar when he came to Paris, he said he saw Islam in Paris to show how clean and beautiful the city was inline with Islam teaching."
ar188,"  Jul 11 2017, 12:25 PM",Look at all my stars!!,Group: Senior Member,"Posts: 8,099",Joined: Jun 2006,,vera beramai ramai
ar188,"  Jul 11 2017, 12:26 PM",Look at all my stars!!,Group: Senior Member,"Posts: 8,099",Joined: Jun 2006,,what i dont understand is why need to stain the wall with brown marks?
StationMonkey,"  Jul 11 2017, 12:29 PM",New Member,Group: Junior Member,Posts: 15,Joined: Sep 2009,From: Border of Fantasy,If you watch history documentary you know it's true.Why you think they use tissue instead of water to this day?
amon_meiz,"  Jul 11 2017, 12:30 PM",On my way,Group: Senior Member,Posts: 666,Joined: Jan 2009,,"I think its because tissue keep their bum dryWater make it wet, which to them equal to dirtyAlthough u can use the same tissue to wipe it dry afterwards Maybe just malas"
GrisiaSun,"  Jul 11 2017, 01:10 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jun 2017,,"Yep pretty true. That's the main reason black death and many plagues hit Europe and Russia. Yet nobody realize why the plagues happen and equate it to witches and magic and miasmablack death is caused by rat flea, which attracted by the smell"
teikboon,"  Jul 11 2017, 01:13 PM",Casual,Group: Junior Member,Posts: 480,Joined: Feb 2010,,macam la tamadun timur bersih sangat
TheHitman47,"  Jul 11 2017, 01:16 PM",Enthusiast,Group: Senior Member,Posts: 997,Joined: Sep 2009,From: In Your Mind,if you looks closely u can see the point of this thread is just to save PRC face.
cbm711,"  Jul 11 2017, 01:23 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,PRC fight back ... vera tepi kereta ...
bereev,"  Jul 11 2017, 01:27 PM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,why each of them has one water bottle ?
avatargod,"  Jul 11 2017, 01:31 PM",New Member,Group: Junior Member,Posts: 32,Joined: Dec 2008,,"Itu dulu.... Dulu malaysia negara harmoni, rakyatnya bersopan santun. Berbudi bahasa bertata susila. Pelancong pun suka dtg sebab x kena ragut."
cbm711,"  Jul 11 2017, 01:33 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Betul macam la singapork bersih sangat ...
whyamiblack,"  Jul 11 2017, 01:36 PM",New Member,Group: Junior Member,Posts: 18,Joined: Feb 2014,,Tamadun mandi berak dekat sungai tu bersih lah sangat.
chemnz,"  Jul 11 2017, 01:39 PM",Getting Started,Group: Junior Member,Posts: 137,Joined: May 2006,,"about 20 years ago, when i was in paris, it always smelled like piss almost everywhere, especially in the metro (subway) station. now i dunno la..."
hustlerism,"  Jul 11 2017, 01:39 PM",Enthusiast,Group: Senior Member,Posts: 730,Joined: Jun 2011,From: Sin City,That guy behind is watching the other guy's ammoshaf
nuvi,"  Jul 11 2017, 01:40 PM",New Member,Group: Junior Member,Posts: 25,Joined: Aug 2009,,The writer and ts must create this kind of propaganda news to save own face?
Ewww!,"  Jul 11 2017, 03:05 PM",New Member,Group: Junior Member,Posts: 20,Joined: Jul 2016,From: Lol!,"SGIPNl5VbccYea, at least this lady in burqa is far more civilize than PRC or Singaporean, she doesn't even have to squat or lift her dress. No aurat can be seen. Well done. Lol!"
cbm711,"  Jul 11 2017, 03:07 PM",Getting Started,Group: Junior Member,Posts: 132,Joined: Dec 2009,,Mau cuci pantat after amonshaf
davkong,"  Jul 11 2017, 03:37 PM",reConnect,Group: Senior Member,"Posts: 1,483",Joined: Jan 2003,From: Malaysia,http://www.gardenvisit.com/history_theory/...arie_antoinetteSeems legit.
