username,time,avatar_title,group,post_count,join_date,from,text
nuvi,"  Jul 11 2017, 01:22 PM",New Member,Group: Junior Member,Posts: 25,Joined: Aug 2009,,It's not nutrients.It's called lazy
kurtkob78,"  Jul 11 2017, 01:24 PM",Do your best,Group: Senior Member,"Posts: 3,723",Joined: Oct 2006,From: Shah Alam,vit b complex
zakuankajang,"  Jul 11 2017, 01:37 PM",New Member,Group: New Member,Posts: 0,Joined: May 2017,"From: Kepala Batas, Penang",bruxism
adren1,"  Jul 11 2017, 01:38 PM",New Member,Group: Junior Member,Posts: 49,Joined: Nov 2008,From: P.J,Snoring
samjet,"  Jul 11 2017, 01:40 PM",Getting Started,Group: Junior Member,Posts: 96,Joined: May 2012,From: Kuala Lumpur,U need Cordyceps
Ikruga,"  Jul 11 2017, 01:41 PM",Getting Started,Group: Junior Member,Posts: 126,Joined: Jan 2009,,I suggest you do a Blood Panel at BP. But most probably it's just couch potato aging.
bereev,"  Jul 11 2017, 01:42 PM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,Vitamin B complex and Zinc
rcracer,"  Jul 11 2017, 01:46 PM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,Depression
avatargod,"  Jul 11 2017, 01:46 PM",New Member,Group: Junior Member,Posts: 32,Joined: Dec 2008,,Stamina xda kuat lancap... Ubah cara idup
Timemuffin,"  Jul 11 2017, 01:47 PM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jul 2011,,"kan doctor ckp nk lancap, lancap sederhana je"
yattnana,"  Jul 11 2017, 01:54 PM",Getting Started,Group: Junior Member,Posts: 108,Joined: Jun 2012,,Diabetes je tu....nothing serious
advocado,"  Jul 11 2017, 01:57 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,079",Joined: Jun 2007,,Sugar.Ur body can't absorb.Eat more sugar.
cikalakacikaci,"  Jul 11 2017, 01:57 PM",Getting Started,Group: Junior Member,Posts: 69,Joined: Jun 2013,From: kl.klang.,diabetes or low sugarchoose one
MjMax15,"  Jul 11 2017, 02:02 PM",Uncle Scrooge is back!,Group: Senior Member,"Posts: 1,348",Joined: Nov 2004,From: Heritage Waterfront City,how much for basic package?
spacelion,"  Jul 11 2017, 02:10 PM",??,Group: Senior Member,"Posts: 1,375",Joined: Mar 2009,From: impossibru,"sleep apnea , could be related to digestion or heart disease"
tsunade,"  Jul 11 2017, 02:13 PM",Regular,Group: Senior Member,"Posts: 1,876",Joined: Jan 2003,From: Konoha,testosterone
faizalfaizal,"  Jul 11 2017, 02:13 PM",New Member,Group: Junior Member,Posts: 6,Joined: May 2012,From: Kuala Lumpur,always feeling tired and sleepy means your body not enough sugarI suggest you triple your sugar intakealso eat more meat like mutton and steak
thelonely,"  Jul 11 2017, 02:15 PM",New Member,Group: Junior Member,Posts: 5,Joined: Jul 2008,,exercise more pls
h4r8_kIlLeR,"  Jul 11 2017, 02:16 PM",New Member,Group: Junior Member,Posts: 9,Joined: Jun 2009,,Kurangkan melancap. 3-4 kali seminggu ok la....
jpaul,"  Jul 11 2017, 02:17 PM",Casual,Group: Junior Member,Posts: 373,Joined: Jun 2009,,take double X
Ikruga,"  Jul 11 2017, 03:50 PM",Getting Started,Group: Junior Member,Posts: 126,Joined: Jan 2009,,"Sorry, haven't tried it yet. In fact, BP offers a more comprehensive test, they call it Head2Toe, but it should include a metabolic blood test too. And they would require you to fast for a day prior to testing. Try sending them an enquiry.If I remember correctly it should cost around RM 120+. My senior colleague suggested it to me years ago, but I never got to do it because of procrastination."
Revamperz,"  Jul 11 2017, 03:51 PM",im freaking IN! ™,Group: Senior Member,"Posts: 4,878",Joined: Jan 2003,,when the last time check bp and glucose?
kllonely1,"  Jul 11 2017, 03:53 PM",New Member,Group: Junior Member,Posts: 32,Joined: Oct 2004,,"Fap too much, is it?"
