10,kcirdenk,"  Oct 8 2015, 04:39 PM",Getting Started,Group: Junior Member,Posts: 131,Joined: Sep 2008,From: Petaling Jaya,Hannibal still got meh? i thought S3 is last alr?
11,even_steven,"  Oct 8 2015, 04:39 PM",Casual,Group: Junior Member,Posts: 482,Joined: Jul 2005,,The Flash was nice but it should've ended with season 1.
12,maraippo,"  Oct 8 2015, 04:40 PM",~PoPoPoPoPo~,Group: Senior Member,"Posts: 1,045",Joined: Jul 2008,From: Kami's Palace,good. will look tonite.
13,Matrix,"  Oct 8 2015, 04:40 PM",King of Char Siew!,Group: Senior Member,"Posts: 14,946",Joined: Jan 2003,From: Damansara Jaya/Bandar Utama,My new favorite TV:1) Minority Report2) BlindSpotDidn't realized LIMITLESS also a TV series now...
14,maraippo,"  Oct 8 2015, 04:41 PM",~PoPoPoPoPo~,Group: Senior Member,"Posts: 1,045",Joined: Jul 2008,From: Kami's Palace,too much drama i dont rike.
15,smallbug,"  Oct 8 2015, 04:41 PM",Enthusiast,Group: Senior Member,Posts: 787,Joined: Nov 2005,,Leftovers
16,oathless,"  Oct 8 2015, 04:41 PM",Getting Started,Group: Junior Member,Posts: 66,Joined: Jul 2014,,I slowpoke Suits already... they are in Season 5 right?
17,maraippo,"  Oct 8 2015, 04:42 PM",~PoPoPoPoPo~,Group: Senior Member,"Posts: 1,045",Joined: Jul 2008,From: Kami's Palace,aiyo. ayam just look at series title ayam familiar only. gooding ah? tonite ayam toron
18,smallbug,"  Oct 8 2015, 04:42 PM",Enthusiast,Group: Senior Member,Posts: 787,Joined: Nov 2005,,They should do a crossover between The Player and Blindspot.
19,maraippo,"  Oct 8 2015, 04:42 PM",~PoPoPoPoPo~,Group: Senior Member,"Posts: 1,045",Joined: Jul 2008,From: Kami's Palace,haha. i'm waiting for that one too. saul is bekambing legend
0,Zaxx_Yong,"  Jun 13 2017, 10:05 PM, updated 2w ago",Getting Started,Group: Junior Member,Posts: 65,Joined: Nov 2016,,"Guys, Please help this little Kids... give the kids a hope... their parent short of fund... I m really useless for not able to translate the chinese to english here... but guys the FB link is below... 


https://www.facebook.com/permalink.php?stor...100003778336601LATEST UPDATEThe Boy Arrived Taiwan and again thanks for reading this thread and your donations.. I assume the boys family is enough fund for the operation.. Below was screen capture from FB"
1,moolala,"  Jun 13 2017, 10:14 PM",New Member,Group: New Member,Posts: 0,Joined: Mar 2017,,ask the guy with 2.6b to donate
2,citacitata,"  Jun 13 2017, 10:20 PM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jan 2016,From: Joined : 2008,
3,SonnyCooL,"  Jun 13 2017, 10:21 PM",Web Bastard,Group: Senior Member,"Posts: 4,510",Joined: Sep 2004,From: www.bitching.asia,done ...
4,Zaxx_Yong,"  Jun 13 2017, 10:23 PM",Getting Started,Group: Junior Member,Posts: 65,Joined: Nov 2016,,I donno the kidd can survive longer onot ...All I know is I have to do my part for this kids ...Please ...
5,Zaxx_Yong,"  Jun 13 2017, 10:25 PM",Getting Started,Group: Junior Member,Posts: 65,Joined: Nov 2016,,Thanks
6,citacitata,"  Jun 13 2017, 10:27 PM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jan 2016,From: Joined : 2008,
7,unwanted guy,"  Jun 13 2017, 10:29 PM",New Member,Group: Junior Member,Posts: 6,Joined: May 2017,,Usually this kinda disease hospital not gonna do anything. Just for supportive management
8,SonnyCooL,"  Jun 13 2017, 10:30 PM",Web Bastard,Group: Senior Member,"Posts: 4,510",Joined: Sep 2004,From: www.bitching.asia,"if u have nothing to said, better don't said anything ....."
9,citacitata,"  Jun 13 2017, 10:32 PM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jan 2016,From: Joined : 2008,
10,SonnyCooL,"  Jun 13 2017, 10:37 PM",Web Bastard,Group: Senior Member,"Posts: 4,510",Joined: Sep 2004,From: www.bitching.asia,"is simple, if u want to donate, just do it, do or don't, nothing else extra needed.Even RM10 can help, if that is burden, i'm sorry for you.end."
11,mokumoku,"  Jun 13 2017, 10:38 PM",New Member,Group: New Member,Posts: 1,Joined: Apr 2014,,the thing is most hospital specialist say it incurable but 1 hospital in taiwan say they have the tech n can cure it ..simpati lah sikit tak menyusahkan hidup kau jugak atau buat kau mampus
12,Zaxx_Yong,"  Jun 13 2017, 10:40 PM",Getting Started,Group: Junior Member,Posts: 65,Joined: Nov 2016,,"Do you go to the FB link for live ... the kids live on FB ?Anyway thanks for posting here ... Thanks again ... sorry if my tered create doubt .. my fault .,"
13,Arata,"  Jun 13 2017, 10:50 PM",New Member,Group: New Member,Posts: 1,Joined: Jul 2016,,Yesterday his mum crying at press conference say she know her son very hungry but cannot eat.
14,limeuu,"  Jun 13 2017, 11:07 PM",Look at all my stars!!,Group: Senior Member,"Posts: 9,672",Joined: Aug 2006,,Cita has a point....Msia has pretty good public health care system free....I would be careful with people asking for donations to have treatment in private hospitals....
15,helpful,"  Jun 13 2017, 11:12 PM",New Member,Group: Junior Member,Posts: 18,Joined: Dec 2014,,"I am trying to do internet banking . What do I fill in for """" beneficiary reference """" ---- usually this is name of person to be transferred to . Is it Nanyang Press Foundation ?Receipient reference is Jean Hong Can somebody advise . TQ"
16,Mr. Najib Razak,"  Jun 13 2017, 11:13 PM",Getting Started,Group: Junior Member,Posts: 62,Joined: Jun 2016,,??Ayam mintak donasi sajeNo kasi donasi
17,Zaxx_Yong,"  Jun 13 2017, 11:22 PM",Getting Started,Group: Junior Member,Posts: 65,Joined: Nov 2016,,I will used the below as my ref ... i screen capture from others donor ...
18,andyng38,"  Jun 13 2017, 11:23 PM",Getting Started,Group: Junior Member,Posts: 271,Joined: Jun 2007,,"Zaxx_Yonghttp://yayasannanyang.org/ftools/modules/f...ed/donation.php is 404Do we have to really fill up that form (which I cannot access), or is it sufficient to input JEANHONG in the beneficiary reference during online transfer?edited typo"
19,Subang Nuclear Reactor,"  Jun 13 2017, 11:24 PM",Getting Started,Group: Junior Member,Posts: 64,Joined: Dec 2015,From: Melbourne+Darwin+KL,"I just transfer and straight away put donation for Jean Hong as the beneficiaryThey process it manually de la u put anything related to this kid I think they will also include into the fund, just put the kid's name"
0,max_cjs0101,"  May 17 2017, 09:38 AM, updated 2w ago",Tarp hater and detector,Group: Staff,"Posts: 1,339",Joined: Nov 2004,From: A' Ghàidhealtachd,About time to have one pinned already before every tens of similar threads every week.You may post all the latest updates here and please keep chats to a minimum.
1,Duckies,"  May 17 2017, 09:40 AM",Rubber Ducky,Group: Senior Member,"Posts: 6,754",Joined: Jun 2008,"From: Ipoh,Perak",So what's the prediction for Thurs?
2,dewill,"  May 17 2017, 09:40 AM",Regular,Group: Senior Member,"Posts: 1,479",Joined: Feb 2006,,when is the time it will start +/-?
3,~Sherlock~,"  May 17 2017, 09:46 AM",New Member,Group: Junior Member,Posts: 39,Joined: Oct 2010,,2 weeks down. confirm today announcement is +5 to +15 cents.
4,mred02,"  May 17 2017, 09:55 AM",Getting Started,Group: Junior Member,Posts: 207,Joined: Apr 2010,From: KL,90% price increase tmrw!
5,~Sherlock~,"  May 17 2017, 10:00 AM",New Member,Group: Junior Member,Posts: 39,Joined: Oct 2010,,"by right last week should be + but since got UMNO gathering, got to (-). this week..... hahaha....nayalah."
6,IamAHuman,"  May 17 2017, 10:05 AM",New Member,Group: Junior Member,Posts: 26,Joined: Mar 2016,,Crude oil increase... So increase lo
7,andylyc,"  May 17 2017, 10:07 AM",New Member,Group: New Member,Posts: 2,Joined: May 2017,,Looks like fuel price will go up beginning 18 May 2017 at 12.00 am
8,stimix,"  May 17 2017, 10:09 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor",We are now based on processed brent traded oil. Not crude oil. So tge best indicator in tge traded singapore brent oil
9,IamAHuman,"  May 17 2017, 10:10 AM",New Member,Group: Junior Member,Posts: 26,Joined: Mar 2016,,Oh ya forgot... So increase or...?
10,Duckies,"  May 17 2017, 10:14 AM",Rubber Ducky,Group: Senior Member,"Posts: 6,754",Joined: Jun 2008,"From: Ipoh,Perak",Coincident my car no petrol liao. Like that kena go pump today.
11,rcracer,"  May 17 2017, 10:17 AM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,"Please refer here , proven accurate to nearest 2 sens https://forum.lowyat.net/topic/4203430"
12,khk1987,"  May 17 2017, 10:18 AM",Getting Started,Group: Junior Member,Posts: 94,Joined: Jul 2007,,"Tak yah nak tunggu di tered, download 1 google app. Jimat masa kn? Mai pilih satu"
13,IMBeta305,"  May 17 2017, 10:19 AM",Casual,Group: Junior Member,Posts: 324,Joined: Jan 2013,,i bet it goes up already. Already fill my tank to last me +/- 4days
14,stimix,"  May 17 2017, 10:30 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor","I can't understand singapore mop mogas95 trend but found good indicator from Australia which is also based on singapore mogas95.Based on the latest price vs last week, most probably the price will be UP tmrw. I think ~RM2.05-RM2.07.
http://www.aip.com.au/pricing/facts/Weekly...ices_Report.htm"
15,stimix,"  May 17 2017, 10:32 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor",Very usefull thread.
16,mujinkun,"  May 17 2017, 10:36 AM",Casual,Group: Junior Member,Posts: 348,Joined: Nov 2007,From: 3°05?N 101°39?E? plus ?,"Tak merasalah below RM2 per liter.BTW, why so far no competition between petrol pump?"
17,h4r8_kIlLeR,"  May 17 2017, 10:48 AM",New Member,Group: Junior Member,Posts: 9,Joined: Jun 2009,,Yesterday 16th may 2017... I pump petronas ron95 i saw 2.010 / litre
18,Seager,"  May 17 2017, 10:57 AM",Sick my duck,Group: Senior Member,"Posts: 1,218",Joined: Jan 2011,,I suggest first post to keep track of weekly change rather Chan users scrolling around.Can?
19,stimix,"  May 17 2017, 11:05 AM","Dunno
Travel & Living",Group: Moderator,"Posts: 3,540",Joined: Jan 2003,"From: Puchong, Selangor",The link to the pinned fast & furious section by rcracer already a good weekly update 2days b4 the actual and pretty accurate
0,lucifah,"  Jun 21 2017, 10:22 AM, updated 5d ago",St. Fu,Group: Staff,"Posts: 6,779",Joined: Jan 2005,From: Soviet Sarawak,"4 more days rayaSo, u sudah tukar duit raya?This is mine. Yeah, economy is badu gais mau kuda pun boleh"
1,iambloodymuch,"  Jun 21 2017, 10:23 AM",Getting Started,Group: Junior Member,Posts: 155,Joined: Jan 2016,From: behind you,havent received bonus yet. so no tukar
2,Civichick,"  Jun 21 2017, 10:24 AM",New Member,Group: New Member,Posts: 0,Joined: Dec 2016,,RM5 baru sudah habis... maybe bagi recycled notes.
3,sheahann,"  Jun 21 2017, 10:24 AM",Crashing like a tidal wave..,Group: Senior Member,"Posts: 2,009",Joined: Sep 2006,From: i-city,"i got this kept in ipad box .. almost full ady .. i weighted it almost 7KG liao ... very susah and lazy wanna change at bank machine ..so nowadays before go to work, i take la RM1-2 into pocket and try to use it on daily necessity ..."
4,Glockers,"  Jun 21 2017, 10:26 AM",Getting Started,Group: Junior Member,Posts: 168,Joined: Nov 2010,From: Black Dragon River,"Aku nak tukar duit kat Maybank, Public Bank, CIMB, Ambank duit RM5 semua dah abis bai. Bangsat betol bank sekarang neh. Kau  ada tukar ke bai?"
5,UntilUComeBack,"  Jun 21 2017, 10:27 AM",Casual,Group: Junior Member,Posts: 422,Joined: Feb 2011,,aku belum tukar.any idea bank mane ade slot lgi?
6,lucifah,"  Jun 21 2017, 10:27 AM",St. Fu,Group: Staff,"Posts: 6,779",Joined: Jan 2005,From: Soviet Sarawak,"wait, ada wat"
7,rcracer,"  Jun 21 2017, 10:28 AM",?????,Group: Senior Member,"Posts: 3,437",Joined: Jan 2003,,So many radio advertisement send e duit raya
8,ctrl_alt_del,"  Jun 21 2017, 10:28 AM",On my way,Group: Senior Member,Posts: 578,Joined: Jan 2005,,"No need to change la..Wait till your kids receive money, take them all & give away. Keep on recycling. Anak banyak, untung banyak. Anak sikit, rugi banyak."
9,Civichick,"  Jun 21 2017, 10:33 AM",New Member,Group: New Member,Posts: 0,Joined: Dec 2016,,"last week dah tukar RM5, sekali mommy sapu semua. Sigh.. this morning go 4 banks (JB), semua kata RM5 baru habis. Now waiting for my kolik to come back from bank with good news."
10,wan.ridzuan,"  Jun 21 2017, 10:36 AM",Getting Started,Group: Junior Member,Posts: 142,Joined: Feb 2012,From: Dunia Yang Fanaa,minggu lepas lagi org dah tukar.. minggu ni mmg habis la..try pegi UOB ke.. usually ada lagi
11,KepliCorn Inc,"  Jun 21 2017, 10:41 AM",Getting Started,Group: Junior Member,Posts: 92,Joined: Jun 2014,,kenot change anymore la. if can also get recycle notes only. last was on monday
12,ray123,"  Jun 21 2017, 10:41 AM",Senior Citizen,Group: Senior Member,"Posts: 2,450",Joined: Jan 2003,,When did this trend for new notes for Raya start?
13,patienceGNR,"  Jun 21 2017, 10:42 AM",? Ride All Day ?,Group: Senior Member,"Posts: 1,566",Joined: Mar 2011,From: Autofreaks.NET Poking The Bikes,"Why RM 5? Bagi la 10 ke, 20 ke."
14,BuncitPesonawan,"  Jun 21 2017, 10:45 AM",New Member,Group: Junior Member,Posts: 44,Joined: Aug 2016,From: Ulaan Bataar,"no bonus, kasi duit raya singgit sama budak budak cukup.ibu bapa serta isteri boleh kasi sorang satu ratus."
15,lucifah,"  Jun 21 2017, 10:47 AM",St. Fu,Group: Staff,"Posts: 6,779",Joined: Jan 2005,From: Soviet Sarawak,aku tukar rm singgit ja
16,lucifah,"  Jun 21 2017, 10:47 AM",St. Fu,Group: Staff,"Posts: 6,779",Joined: Jan 2005,From: Soviet Sarawak,same like when the trend for hari raya mercun startdunno bila
17,lucifah,"  Jun 21 2017, 10:48 AM",St. Fu,Group: Staff,"Posts: 6,779",Joined: Jan 2005,From: Soviet Sarawak,RM10? as you wish sir
18,lucifah,"  Jun 21 2017, 10:49 AM",St. Fu,Group: Staff,"Posts: 6,779",Joined: Jan 2005,From: Soviet Sarawak,e-duit tabes. takdak bau duit baru
19,amon_meiz,"  Jun 21 2017, 10:49 AM",On my way,Group: Senior Member,Posts: 666,Joined: Jan 2009,,2017 still syiling mehBukan now all minimum 1 ringgit ka
0,darium,"  Apr 27 2012, 11:12 AM, updated 3y ago","Tux, not Pingu the Penguin",Group: Senior Member,Posts: 559,Joined: May 2005,From: Everything happens for a reason,"Kuda perhatian@Attention horsesPlease use the following format:So what is your story for joining?I was looking for computer and parts price list, googled and found the front page.I registered and slipped and fell into the forums....hehehe  What is your educational or work background?IT.  Have you met anyone from forum.lowyat.net in person?No.The last person I met on and from an online chat, I married    Tell us about your nickname and why did you choose your avatar?darium means dari universiti malaya, where I first registered this nickname.I got fed up with Windows and moved to Linux a few years ago.The penguin is Tux, a Linux mascot.Kopi pasta below for format:CODE[b]So what is your story for joining?[/b][b]What is your  educational or work background?[/b][b]Have you met anyone from forum.lowyat.net in person?[/b][b]Tell us about your nickname and why did you choose your avatar?[/b]"
1,hotjake,"  Apr 27 2012, 11:13 AM",Getting Started,Group: Junior Member,Posts: 82,Joined: Nov 2010,,mod pin this topic please
2,suicideroach,"  Apr 27 2012, 11:16 AM",kiss mah a^^,Group: Senior Member,"Posts: 1,334",Joined: Dec 2005,From: Wangsa Maju,"During that time, got a thread about bashing Tomok Newboyz...So i registered just for the sake to join the bashing."
3,SilentSerpent,"  Apr 27 2012, 11:17 AM",It sucks to be you,Group: Senior Member,Posts: 697,Joined: Oct 2009,From: Oblivion,"oh, i never knew about the nickname thing.sup um-tard!"
4,Orange Lunch Box,"  Apr 27 2012, 11:17 AM",Casual,Group: Junior Member,Posts: 345,Joined: Mar 2012,,"So what is your story for joining?Colleague forgot to off PC, use his to surf and end up registering oneWhat is your background?M.E.Have you met anyone from forum.lowyat,net in person?My colleaguesWhat is the story with your nickname?It's my lunch box"
5,TommyTan,"  Apr 27 2012, 11:18 AM",You can call me Mr. Tan or Tommy,Group: Senior Member,"Posts: 1,777",Joined: May 2010,,"So what is your story for joining?My friend asked me to join and chat/discussWhat is your background?SalesHave you met anyone from forum.lowyat,net in person?StimixWhat is the story with your nickname?You may call me Mr. Tan or Tommy."
6,coldogno7,"  Apr 27 2012, 11:18 AM",Getting Started,Group: Junior Member,Posts: 51,Joined: Jan 2003,From: pj,long time agodidnt remember
7,jhcj,"  Apr 27 2012, 11:19 AM",TK 20682,Group: Staff,"Posts: 2,357",Joined: Jan 2003,From: Malaysia / Singapore,"So what is your story for joining?Joined way back before the great database crash of 2003, i think it was in the year 2000? Was looking for an anime forum, and stumbled upon lowyat forums. What is your background?BiotechnologyHave you met anyone from forum.lowyat,net in person?Yep, some of my closest friends I met through this forum. What is the story with your nickname?Initials to my name, cause I'm lazy to think of a decent nicknameBTW, thread pinned"
8,nearlee,"  Apr 27 2012, 11:21 AM",Getting Started,Group: Junior Member,Posts: 103,Joined: May 2009,From: iNearly,"Please use the following format:So what is your story for joining?i dunno lol What is your background?whiteHave you met anyone from forum.lowyat,net in person?danielle lav, ar188, johnkokWhat is the story with your nickname?nearly"
9,yahiko,"  Apr 27 2012, 11:22 AM",On my way,Group: Senior Member,Posts: 670,Joined: Jul 2009,From: Penang Island,"So what is your story for joining?sourcing for supplier during work. end up in /k spamming What is your background?buyer/sourcing/planningHave you met anyone from forum.lowyat,net in person?yes~ a few  What is the story with your nickname?my japs name is use since f3 from kenshin manga sekian"
10,fhatz,"  Apr 27 2012, 11:23 AM",Getting Started,Group: Junior Member,Posts: 104,Joined: May 2010,,"So what is your story for joining? my unker told me about this forum ... then i search this site..i saw good forum to discuss lots of thing ... easy to find something n to ask something...What is your background? software engHave you met anyone from forum.lowyat,net in person? No. forever alone   What is the story with your nickname? my common internet nickname, if u find this name in any others forum or utube sure that me"
11,izaydi,"  Apr 27 2012, 11:23 AM",Casual,Group: Junior Member,Posts: 392,Joined: Aug 2010,,"So what is your story for joining?I was looking for laptop.and got stuck here for no reason.   What is your background?Molecular BiologyHave you met anyone from forum.lowyat,net in person?WoitardsWhat is the story with your nickname?Initial of my name"
12,noobfag,"  Apr 27 2012, 11:25 AM",New Member,Group: Junior Member,Posts: 35,Joined: Sep 2011,From: Bolehland,"So what is your story for joining?My friends join first and tell me all sort of things..also buying me few items..then i decide to join the communityWhat is your background?Manufacturing engineeringHave you met anyone from forum.lowyat,net in person?izutaisaWhat is the story with your nickname?my friend call me noob in IT"
13,fylon,"  Apr 27 2012, 11:26 AM",~ The Revival ~,Group: Senior Member,"Posts: 4,202",Joined: Mar 2007,From: Soviet Sarawak,"So what is your story for joining?Joined years back, was looking for used PC parts cause that time still studying, can't afford for new gear. What is your background?Network & CommunicatiomHave you met anyone from forum.lowyat,net in person?Numbers of them from COD, gathering.What is the story with your nickname?Big fans Scooby-Doo when I was a child, nick grabbed from a character inside there.."
