name,scale,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
mca,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pakatan,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pakatan,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pakatan rakyat,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pakatan rakyat,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pakatan harapan,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pakatan harapan,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
parti islam amanah negara ,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
parti islam amanah negara ,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
parti pribumi bersatu malaysia,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
parti pribumi bersatu malaysia,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pas,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pas,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pbb,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pbb,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pbs,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pbs,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pbrs,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pbrs,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ph,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ph,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
pkr,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
pkr,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ppbm,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ppbm,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ppp,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ppp,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
prs,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
prs,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
spdp,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
spdp,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
supp,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
supp,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
swp,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
swp,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
umno,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
umno,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
abdul hadi awang,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
abdul hadi awang,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ahmad yakob,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ahmad yakob,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ahmah zahid hamidi,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ahmah zahid hamidi,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
amar nik abdullah,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
amar nik abdullah,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
anwar,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
anwar,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
azmin ali,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
azmin ali,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
charles anthony santiago,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
charles anthony santiago,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
chen man hin,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
chen man hin,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
gobind singh deo,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
gobind singh deo,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
hannah yeoh,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
hannah yeoh,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
haron din,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
haron din,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
hishammuddin,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
hishammuddin,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
idris ahmad,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
idris ahmad,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
idris haron,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
idris haron,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
jeff ooi,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
jeff ooi,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
karpal singh,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
karpal singh,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
khairy,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
khairy,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
lim guan eng,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
lim guan eng,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
lim kit siang,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
lim kit siang,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
lks,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
lks,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
liow tiong lai,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
liow tiong lai,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
mahathir,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
mahathir,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
mahfuz omar,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
mahfuz omar,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
muhyiddin,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
muhyiddin,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
mukhriz,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
mukhriz,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
najib,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
najib,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
nik mohamad abduh nik abdul aziz,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
nik mohamad abduh nik abdul aziz,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
nik nazmi,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
nik nazmi,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
nurul izzah,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
nurul izzah,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ong ka chuan,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ong ka chuan,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
ong kian ming,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
ong kian ming,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
rafizi,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
rafizi,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
rosmah,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
rosmah,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
samy vellu,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
samy vellu,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
shahrizat,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
shahrizat,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
shamsul iskandar,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
shamsul iskandar,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
sivarasa rasiah,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
sivarasa rasiah,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
subramaniam,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
subramaniam,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
tengku adnan tengku mansor,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
tengku adnan tengku mansor,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
tengku razaleigh,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
tengku razaleigh,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
teresa kok,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
teresa kok,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
tian chua,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
tian chua,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
tony pua,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
tony pua,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
tuan ibrahim tuan man,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
tuan ibrahim tuan man,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
wan azizah,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
wan azizah,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
zairil khir johari,1,205,187,144,87,179,155,94,182,128,184,194,179,276,307,207,186,190,172,256,214,271,251,258,282,231,182,148,94
zairil khir johari,2,64,14,65,26,53,37,26,52,56,36,52,48,48,43,55,32,65,44,82,34,55,47,75,83,99,56,70,72
